               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.095279,            0.024283,             0.04025,             0.07988,             0.16405,            0.021501,           0.0059295,            0.075054,            0.015915,            0.028837,             0.00011,             0.00011,             0.09901
                   1,            0.088975,            0.026029,            0.036517,              0.1119,             0.16667,            0.032985,            0.010468,            0.068028,            0.015252,            0.024965,          0.00022999,          0.00022999,             0.09793
                   2,            0.082364,            0.026764,            0.034218,             0.24656,             0.11111,            0.070028,            0.016082,            0.055069,            0.015058,            0.021019,          0.00034992,          0.00034992,             0.09685
                   3,            0.060741,            0.027273,            0.026404,             0.27882,             0.22222,             0.14009,            0.068269,            0.045944,            0.014912,            0.016514,          0.00046977,          0.00046977,             0.09577
                   4,            0.071244,              0.0297,            0.027221,             0.20985,             0.66667,             0.22706,            0.080523,            0.037174,            0.014761,            0.013891,          0.00058948,          0.00058948,            0.094689
                   5,            0.055204,            0.029493,            0.019958,             0.44574,             0.72222,             0.54325,               0.203,            0.032486,            0.013977,            0.010019,          0.00070902,          0.00070902,            0.093609
                   6,             0.05235,            0.028449,             0.01652,             0.40241,             0.72222,             0.52054,             0.16881,            0.032765,            0.013014,           0.0083018,          0.00082834,          0.00082834,            0.092528
                   7,            0.042395,            0.025284,            0.013415,             0.59694,                 0.5,             0.56525,             0.17392,            0.029471,            0.012443,           0.0061166,          0.00094742,          0.00094742,            0.091447
                   8,            0.038623,            0.024703,            0.010086,             0.63062,             0.66667,             0.65133,             0.18927,            0.025701,            0.011816,           0.0046931,           0.0010662,           0.0010662,            0.090366
                   9,            0.041338,            0.025113,           0.0098522,             0.72624,             0.44444,             0.61061,             0.22654,            0.028649,             0.01112,           0.0037911,           0.0011847,           0.0011847,            0.089285
                  10,            0.052299,            0.021808,            0.010438,             0.69143,                 0.5,             0.57297,             0.23585,            0.024082,            0.010693,           0.0028957,           0.0013027,           0.0013027,            0.088203
                  11,            0.047689,            0.023622,           0.0097604,             0.46794,             0.83333,              0.6197,              0.2282,            0.026539,           0.0094489,           0.0021741,           0.0014204,           0.0014204,             0.08712
