               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10559,            0.027034,            0.029806,            0.025383,             0.21875,            0.017282,           0.0048022,            0.079544,            0.017759,            0.021904,               7e-05,               7e-05,             0.09937
                   1,            0.096308,            0.025826,            0.027577,            0.037607,               0.125,            0.022135,            0.003882,            0.070029,            0.017023,            0.020448,          0.00014999,          0.00014999,             0.09865
                   2,             0.10653,            0.027037,            0.025849,            0.049041,                0.25,            0.034219,           0.0089292,             0.06272,             0.01618,            0.017682,          0.00022995,          0.00022995,             0.09793
                   3,            0.077619,             0.02867,            0.022315,              0.1702,              0.1875,            0.091726,            0.019523,            0.055842,            0.015414,            0.015312,          0.00030985,          0.00030985,             0.09721
                   4,             0.06554,            0.027362,            0.018123,             0.22475,              0.1875,             0.11634,            0.025718,            0.047723,            0.014866,            0.013064,          0.00038965,          0.00038965,             0.09649
                   5,            0.073625,            0.027538,            0.018534,             0.43262,              0.3125,             0.32228,             0.10978,            0.044261,            0.014389,            0.010677,          0.00046935,          0.00046935,            0.095769
                   6,             0.06534,            0.028612,            0.015368,              0.2644,              0.4375,             0.27089,            0.082584,            0.042342,            0.013904,           0.0090998,           0.0005489,           0.0005489,            0.095049
                   7,            0.069293,            0.029491,            0.015174,             0.56109,                 0.5,             0.54138,             0.18703,            0.038844,            0.013426,           0.0074316,          0.00062829,          0.00062829,            0.094328
                   8,            0.057831,            0.029532,            0.011168,             0.56946,             0.49612,             0.57312,             0.19745,            0.035807,            0.012913,           0.0054059,          0.00070748,          0.00070748,            0.093607
                   9,            0.054516,            0.028715,           0.0097654,             0.73863,             0.52994,             0.64291,             0.30243,            0.031239,            0.012474,           0.0040312,          0.00078645,          0.00078645,            0.092886
                  10,            0.055671,            0.025181,           0.0075843,             0.61473,              0.6875,             0.72293,             0.34251,            0.031232,            0.011561,           0.0030943,          0.00086518,          0.00086518,            0.092165
                  11,             0.04494,            0.025611,           0.0068632,             0.63872,             0.71875,             0.70423,             0.35266,            0.031291,            0.011207,           0.0026038,          0.00094363,          0.00094363,            0.091444
                  12,            0.053704,            0.024707,           0.0069673,             0.64082,             0.78058,             0.77889,             0.39314,            0.031683,            0.010481,           0.0020799,           0.0010218,           0.0010218,            0.090722
                  13,             0.04803,             0.02366,           0.0048839,             0.63149,             0.74973,             0.75572,             0.42674,            0.029253,            0.009669,           0.0017181,           0.0010996,           0.0010996,                0.09
                  14,            0.054373,            0.022913,           0.0046194,             0.65678,             0.78125,             0.82464,             0.44813,            0.028473,           0.0096114,           0.0018034,           0.0011771,           0.0011771,            0.089277
                  15,            0.039129,             0.02044,           0.0033615,             0.64944,             0.81055,             0.80656,             0.45539,            0.029197,           0.0086678,            0.001539,           0.0012542,           0.0012542,            0.088554
