               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.07307,            0.029089,            0.032848,            0.049739,            0.079687,            0.030482,           0.0091985,            0.040431,            0.018006,            0.022239,             0.00053,             0.00053,             0.09523
                   1,            0.051487,            0.029361,            0.030979,             0.14392,             0.49358,             0.21599,            0.087805,            0.028509,            0.014668,            0.022188,             0.00107,             0.00107,             0.09037
                   2,            0.043533,             0.02529,            0.030093,             0.24986,             0.47413,             0.31307,             0.18304,            0.023388,            0.011402,            0.020123,           0.0016098,           0.0016098,             0.08551
                   3,            0.033125,            0.021457,            0.025966,             0.38609,             0.59358,              0.4779,             0.26232,            0.021329,           0.0092845,            0.017785,           0.0021495,           0.0021495,             0.08065
                   4,            0.033969,            0.019295,            0.022598,             0.44036,             0.58013,             0.55078,             0.35556,            0.021692,           0.0081344,             0.01568,           0.0026889,           0.0026889,            0.075789
                   5,            0.031017,            0.017618,            0.018874,             0.77828,             0.65382,             0.73773,             0.36987,            0.024475,           0.0071329,            0.011804,            0.003228,            0.003228,            0.070928
                   6,            0.033969,            0.017402,            0.016201,              0.4591,             0.83611,             0.64633,             0.32731,            0.024971,           0.0065749,           0.0090629,           0.0037667,           0.0037667,            0.066067
                   7,            0.036483,            0.016464,            0.015317,             0.60186,             0.88139,             0.72813,             0.40822,            0.019389,           0.0058575,           0.0083722,           0.0043048,           0.0043048,            0.061205
                   8,            0.033965,            0.015169,            0.012651,             0.68635,             0.76725,             0.79462,             0.51131,            0.021818,           0.0058328,           0.0053239,           0.0048423,           0.0048423,            0.056342
                   9,            0.034616,             0.01497,           0.0097449,             0.54128,             0.80288,             0.67952,             0.45892,            0.019682,           0.0054209,             0.01091,           0.0053792,           0.0053792,            0.051479
                  10,            0.034996,            0.014889,           0.0096971,             0.75278,             0.81443,              0.8626,             0.55424,             0.01794,           0.0055874,            0.010874,           0.0059154,           0.0059154,            0.046615
                  11,            0.034304,            0.014507,           0.0086901,             0.78597,             0.85535,             0.85678,             0.56579,            0.020109,           0.0051351,           0.0028884,           0.0064507,           0.0064507,            0.041751
                  12,            0.032735,            0.014666,            0.010034,             0.66104,             0.85371,             0.78287,             0.49717,            0.020756,           0.0048968,            0.003223,           0.0069851,           0.0069851,            0.036885
                  13,             0.03347,              0.0145,           0.0091534,             0.80226,             0.93352,             0.90312,             0.66584,            0.014267,           0.0049305,           0.0027204,           0.0075186,           0.0075186,            0.032019
                  14,            0.030033,            0.014513,           0.0075201,             0.83844,             0.88016,             0.90759,             0.62595,            0.018998,           0.0049116,           0.0036149,           0.0080509,           0.0080509,            0.027151
                  15,            0.030125,            0.014399,           0.0080149,             0.85417,             0.93139,             0.92683,             0.62809,            0.019567,           0.0050757,           0.0020722,           0.0085822,           0.0085822,            0.022282
                  16,            0.031458,             0.01444,           0.0097342,             0.69055,             0.88795,             0.78897,              0.4955,            0.021242,            0.005244,           0.0021194,           0.0091122,           0.0091122,            0.017412
                  17,             0.03282,            0.014773,           0.0084916,             0.91603,             0.90311,             0.91828,             0.58609,            0.017211,           0.0047229,           0.0051246,           0.0096409,           0.0096409,            0.012541
                  18,            0.031217,            0.014812,           0.0088648,             0.83002,             0.85712,              0.8594,             0.45656,             0.01774,           0.0054929,           0.0041221,           0.0099203,           0.0099203,           0.0099203
                  19,            0.028749,            0.014745,           0.0084149,             0.82195,             0.91733,             0.92106,             0.65685,              0.0153,           0.0052345,           0.0027649,           0.0099203,           0.0099203,           0.0099203
                  20,            0.027069,            0.014924,           0.0084785,             0.84848,             0.86146,             0.90652,             0.64872,            0.014655,           0.0053855,           0.0056288,           0.0099112,           0.0099112,           0.0099112
                  21,            0.027554,            0.015358,           0.0083349,             0.80104,              0.9207,             0.88828,             0.59506,            0.015283,           0.0054611,           0.0027792,           0.0099017,           0.0099017,           0.0099017
                  22,            0.026739,            0.014764,           0.0087325,             0.93937,             0.86021,             0.91323,             0.57732,             0.01465,           0.0055598,           0.0032808,           0.0098916,           0.0098916,           0.0098916
                  23,            0.027328,            0.014927,           0.0098256,             0.80892,             0.84806,              0.8634,             0.56545,            0.016983,           0.0058037,             0.00265,           0.0098811,           0.0098811,           0.0098811
                  24,            0.024308,            0.015915,            0.009691,             0.91054,             0.91821,             0.94623,              0.6167,             0.01352,             0.00562,           0.0037415,           0.0098701,           0.0098701,           0.0098701
                  25,            0.024847,            0.015262,           0.0090762,             0.89325,             0.89385,             0.91101,             0.62664,            0.016114,           0.0054054,           0.0063558,           0.0098586,           0.0098586,           0.0098586
                  26,            0.024171,            0.015146,           0.0064409,             0.86591,             0.88157,              0.9111,             0.62026,            0.014699,           0.0049266,           0.0028083,           0.0098467,           0.0098467,           0.0098467
                  27,            0.022932,            0.014736,           0.0064904,             0.89491,             0.91334,             0.92639,              0.6891,            0.011837,            0.004752,           0.0044576,           0.0098342,           0.0098342,           0.0098342
                  28,            0.024821,            0.014413,           0.0057572,             0.87981,             0.89701,             0.92611,             0.66313,            0.013049,           0.0049485,           0.0012359,           0.0098213,           0.0098213,           0.0098213
                  29,            0.022767,            0.013868,           0.0049802,             0.89621,             0.91479,             0.92421,             0.64885,            0.011661,           0.0048184,          0.00096938,           0.0098079,           0.0098079,           0.0098079
