               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.089827,            0.025677,                   0,           0.0054967,            0.066667,           0.0021199,          0.00045157,            0.072743,            0.016439,                   0,               9e-05,               9e-05,             0.09919
                   1,            0.080811,            0.026067,                   0,            0.019652,            0.033333,           0.0049683,          0.00071971,            0.065312,            0.016064,                   0,          0.00018999,          0.00018999,             0.09829
                   2,            0.076859,            0.027161,                   0,            0.082664,                 0.1,            0.019041,           0.0033877,            0.055254,             0.01601,                   0,          0.00028994,          0.00028994,             0.09739
                   3,            0.070227,            0.027254,                   0,             0.10534,                 0.2,            0.053743,            0.015458,            0.047319,            0.015908,                   0,          0.00038981,          0.00038981,             0.09649
                   4,            0.058962,            0.029882,                   0,             0.28416,             0.35744,             0.15158,            0.045235,            0.041345,            0.015597,                   0,          0.00048956,          0.00048956,             0.09559
                   5,            0.049844,            0.027557,                   0,             0.38866,             0.33333,             0.27074,             0.10127,            0.040016,            0.015063,                   0,          0.00058918,          0.00058918,            0.094689
                   6,            0.054759,            0.031751,                   0,             0.71994,             0.43333,             0.50018,             0.20611,            0.035543,            0.014571,                   0,          0.00068862,          0.00068862,            0.093789
                   7,            0.051974,            0.027122,                   0,             0.65003,             0.53333,             0.59847,             0.20551,            0.034178,            0.013914,                   0,          0.00078785,          0.00078785,            0.092888
                   8,            0.054765,            0.027933,                   0,             0.47576,                 0.8,              0.6331,             0.22517,            0.030151,            0.013367,                   0,          0.00088684,          0.00088684,            0.091987
                   9,             0.04252,            0.026174,                   0,             0.58851,             0.76667,             0.67498,              0.3132,            0.029115,             0.01258,                   0,          0.00098556,          0.00098556,            0.091086
                  10,            0.048765,              0.0275,                   0,             0.53443,             0.76529,             0.55766,             0.24027,            0.030992,            0.012561,                   0,            0.001084,            0.001084,            0.090184
                  11,            0.044254,            0.025816,                   0,             0.69354,             0.76667,             0.70157,             0.26383,            0.029291,            0.011836,                   0,            0.001182,            0.001182,            0.089282
                  12,             0.04329,            0.023712,                   0,             0.59961,                 0.7,             0.66142,             0.28606,            0.024849,            0.011369,                   0,           0.0012797,           0.0012797,             0.08838
                  13,            0.044346,            0.024391,                   0,             0.58636,                 0.9,             0.71929,             0.36485,             0.02395,            0.010733,                   0,            0.001377,            0.001377,            0.087477
                  14,             0.03908,            0.023529,                   0,             0.68553,             0.79935,             0.79246,             0.36492,            0.026814,           0.0098066,                   0,           0.0014739,           0.0014739,            0.086574
                  15,            0.033744,            0.020944,                   0,             0.63497,             0.93333,             0.74246,             0.41871,            0.026919,           0.0091867,                   0,           0.0015702,           0.0015702,             0.08567
                  16,            0.046995,            0.020607,                   0,             0.92353,             0.83333,             0.91856,             0.48628,            0.022107,           0.0091554,                   0,           0.0016661,           0.0016661,            0.084766
                  17,            0.041591,            0.021658,                   0,             0.69999,             0.93327,              0.8223,              0.3878,            0.023405,           0.0087646,                   0,           0.0017615,           0.0017615,            0.083861
                  18,            0.035882,             0.02151,                   0,             0.74328,             0.96667,             0.84248,              0.4436,            0.023221,           0.0085567,                   0,           0.0018562,           0.0018562,            0.082956
                  19,            0.033102,            0.021502,                   0,             0.77377,             0.79812,             0.82343,             0.47618,            0.023398,            0.008128,                   0,           0.0019504,           0.0019504,             0.08205
                  20,            0.031717,            0.020674,                   0,             0.78725,             0.86351,             0.83956,             0.47529,            0.021643,           0.0080694,                   0,            0.002044,            0.002044,            0.081144
                  21,            0.031096,            0.018136,                   0,             0.70994,                 0.9,              0.7958,             0.52693,             0.02523,           0.0074698,                   0,           0.0021369,           0.0021369,            0.080237
                  22,            0.040091,            0.020382,                   0,              0.7102,                 0.9,             0.86272,             0.52504,            0.020153,           0.0073434,                   0,           0.0022291,           0.0022291,            0.079329
                  23,            0.035208,             0.01725,                   0,             0.92834,             0.86667,             0.94299,             0.63127,            0.018582,           0.0071105,                   0,           0.0023206,           0.0023206,            0.078421
                  24,            0.038637,            0.020405,                   0,             0.74351,             0.96628,             0.88456,             0.60646,            0.018193,           0.0067245,                   0,           0.0024113,           0.0024113,            0.077511
                  25,            0.033704,            0.018382,                   0,             0.93262,             0.93333,             0.95923,             0.57708,             0.02197,           0.0063686,                   0,           0.0025013,           0.0025013,            0.076601
                  26,            0.033304,            0.016109,                   0,             0.87876,              0.9664,             0.92504,             0.62023,            0.017914,           0.0063453,                   0,           0.0025904,           0.0025904,             0.07569
                  27,            0.034826,            0.019581,                   0,               0.906,             0.96667,             0.93745,             0.61157,            0.015471,           0.0062401,                   0,           0.0026788,           0.0026788,            0.074779
                  28,            0.033056,            0.018393,                   0,              0.9353,             0.96667,             0.96208,             0.63209,            0.017013,            0.005918,                   0,           0.0027662,           0.0027662,            0.073866
                  29,             0.03535,            0.017383,                   0,             0.93527,             0.96667,             0.96852,             0.68376,            0.018524,           0.0057812,                   0,           0.0028528,           0.0028528,            0.072953
                  30,            0.029647,            0.018276,                   0,             0.96414,                 0.9,             0.96063,             0.72199,            0.017219,           0.0058249,                   0,           0.0029384,           0.0029384,            0.072038
                  31,            0.031289,            0.016546,                   0,             0.62453,             0.66539,             0.67278,             0.44116,            0.026203,           0.0058087,                   0,           0.0030231,           0.0030231,            0.071123
                  32,            0.039161,            0.014994,                   0,             0.77762,             0.69937,             0.82734,             0.53663,            0.030051,           0.0057697,                   0,           0.0031069,           0.0031069,            0.070207
                  33,            0.033637,            0.015917,                   0,             0.80595,             0.83333,             0.86389,             0.63481,            0.018978,           0.0056502,                   0,           0.0031896,           0.0031896,             0.06929
                  34,            0.030913,            0.016717,                   0,             0.83331,             0.83321,             0.84983,             0.61339,            0.023317,           0.0054202,                   0,           0.0032713,           0.0032713,            0.068371
                  35,            0.027793,            0.015431,                   0,             0.89262,             0.83333,             0.90024,             0.64372,            0.020482,           0.0053018,                   0,           0.0033519,           0.0033519,            0.067452
                  36,            0.036107,            0.016551,                   0,             0.61879,             0.86667,             0.78903,             0.51947,            0.019424,           0.0051269,                   0,           0.0034315,           0.0034315,            0.066532
                  37,            0.030394,            0.017193,                   0,             0.96134,             0.83333,             0.95364,             0.62569,            0.017199,           0.0051041,                   0,             0.00351,             0.00351,             0.06561
                  38,            0.032948,            0.015279,                   0,             0.93328,             0.93261,             0.97211,             0.74014,            0.023211,           0.0048248,                   0,           0.0035873,           0.0035873,            0.064687
                  39,            0.028922,             0.01406,                   0,             0.93333,             0.93325,             0.97248,             0.79128,            0.021008,           0.0046657,                   0,           0.0036635,           0.0036635,            0.063763
                  40,            0.028919,            0.015327,                   0,             0.78378,             0.96664,              0.8874,             0.61334,            0.021558,           0.0046603,                   0,           0.0037385,           0.0037385,            0.062838
                  41,             0.03689,            0.014801,                   0,             0.90607,             0.96667,             0.97188,             0.76958,            0.022031,           0.0045962,                   0,           0.0038123,           0.0038123,            0.061912
                  42,            0.029401,            0.015138,                   0,             0.80547,             0.96667,              0.9209,             0.59134,            0.019845,           0.0046724,                   0,           0.0038849,           0.0038849,            0.060985
                  43,             0.02783,            0.014643,                   0,             0.93547,             0.96647,             0.97349,             0.63217,            0.016375,           0.0046944,                   0,           0.0039562,           0.0039562,            0.060056
                  44,            0.030628,            0.015292,                   0,             0.93546,             0.96667,             0.97566,             0.72602,            0.015962,           0.0045481,                   0,           0.0040263,           0.0040263,            0.059126
                  45,            0.028376,            0.016254,                   0,             0.93528,             0.96667,             0.97964,              0.7174,            0.019224,           0.0042678,                   0,           0.0040951,           0.0040951,            0.058195
                  46,            0.024404,            0.014452,                   0,             0.90303,             0.93333,             0.97133,             0.72266,            0.020582,           0.0041534,                   0,           0.0041626,           0.0041626,            0.057263
                  47,            0.029972,            0.013842,                   0,                   1,             0.89982,             0.97024,             0.76541,            0.016328,           0.0042775,                   0,           0.0042288,           0.0042288,            0.056329
                  48,            0.027857,             0.01548,                   0,             0.75665,             0.93333,             0.85526,             0.65689,            0.017796,           0.0042651,                   0,           0.0042936,           0.0042936,            0.055394
                  49,              0.0265,            0.014491,                   0,             0.96545,             0.93333,             0.96057,             0.68325,            0.017697,           0.0043714,                   0,           0.0043571,           0.0043571,            0.054457
                  50,            0.027832,            0.013392,                   0,             0.96666,             0.96656,             0.97595,             0.66573,            0.016994,           0.0043832,                   0,           0.0044191,           0.0044191,            0.053519
                  51,            0.027888,            0.013198,                   0,             0.96665,             0.96609,             0.99047,             0.73121,            0.023473,           0.0041218,                   0,           0.0044798,           0.0044798,             0.05258
                  52,            0.032846,            0.012733,                   0,             0.93315,             0.93333,             0.97314,             0.69457,            0.021817,           0.0040502,                   0,           0.0045391,           0.0045391,            0.051639
                  53,            0.031565,               0.013,                   0,                   1,             0.93327,             0.98614,             0.66616,            0.018215,           0.0041546,                   0,           0.0045969,           0.0045969,            0.050697
                  54,            0.027871,            0.013809,                   0,             0.84845,              0.9331,             0.88385,             0.66308,            0.018123,           0.0039933,                   0,           0.0046533,           0.0046533,            0.049753
                  55,            0.029321,            0.013943,                   0,             0.99993,             0.93333,             0.98651,             0.78848,            0.020075,           0.0040984,                   0,           0.0047082,           0.0047082,            0.048808
                  56,            0.025206,            0.013921,                   0,             0.99985,             0.93333,             0.98569,             0.74268,            0.021357,           0.0039591,                   0,           0.0047616,           0.0047616,            0.047862
                  57,            0.028897,            0.012897,                   0,             0.82347,             0.93333,             0.92967,             0.71998,            0.019318,            0.004033,                   0,           0.0048136,           0.0048136,            0.046914
                  58,            0.022565,            0.013612,                   0,             0.96551,             0.93333,             0.97374,             0.73703,            0.022402,           0.0039559,                   0,            0.004864,            0.004864,            0.045964
