               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11164,            0.019853,            0.029843,             0.03786,             0.40625,            0.025251,           0.0031085,             0.12376,            0.010727,              0.0305,               6e-05,               6e-05,             0.09946
                   1,              0.1092,            0.019615,            0.028817,            0.037573,             0.15625,             0.02372,           0.0036873,             0.11544,             0.01089,            0.026795,          0.00012999,          0.00012999,             0.09883
                   2,             0.10224,            0.021391,            0.027816,             0.10562,             0.15139,            0.076808,            0.011584,            0.092982,            0.011568,            0.023885,          0.00019996,          0.00019996,              0.0982
                   3,            0.088814,            0.024222,            0.022428,            0.082685,              0.3125,            0.084194,            0.020309,            0.074934,             0.01219,             0.02174,          0.00026987,          0.00026987,             0.09757
                   4,            0.081506,            0.026272,            0.020133,             0.15856,             0.34375,             0.13134,            0.031878,            0.068009,             0.01246,            0.018401,           0.0003397,           0.0003397,             0.09694
                   5,            0.077656,            0.027077,            0.018286,              0.2221,                 0.5,             0.16774,             0.04487,            0.065185,            0.012428,            0.015707,          0.00040943,          0.00040943,            0.096309
                   6,            0.072192,            0.027554,             0.01586,             0.23488,               0.625,             0.21882,             0.07437,            0.059997,            0.012329,            0.013201,          0.00047904,          0.00047904,            0.095679
                   7,             0.07079,            0.028503,            0.014157,             0.34737,             0.40625,             0.28339,            0.095371,            0.059373,            0.012087,            0.011243,          0.00054851,          0.00054851,            0.095049
                   8,            0.064876,            0.027999,            0.012289,             0.33434,               0.625,             0.35116,             0.12437,            0.057342,            0.011803,           0.0091869,           0.0006178,           0.0006178,            0.094418
                   9,             0.06538,            0.027395,            0.010735,             0.66452,             0.49537,             0.57106,             0.25008,            0.048895,            0.011389,           0.0075411,           0.0006869,           0.0006869,            0.093787
                  10,             0.05844,            0.024378,           0.0088078,             0.64804,                0.75,             0.66713,              0.3229,            0.051868,            0.010895,           0.0061417,          0.00075579,          0.00075579,            0.093156
                  11,            0.062568,            0.027467,           0.0087543,             0.55271,              0.8125,             0.69521,             0.33732,            0.049863,            0.010136,           0.0050205,          0.00082444,          0.00082444,            0.092524
                  12,            0.057431,            0.023983,           0.0076428,             0.67637,             0.71842,             0.76274,             0.41604,            0.046796,            0.009951,           0.0043902,          0.00089283,          0.00089283,            0.091893
                  13,            0.049909,            0.025213,           0.0059798,             0.68414,             0.81225,              0.8052,             0.51178,            0.046876,           0.0096157,           0.0036553,          0.00096093,          0.00096093,            0.091261
                  14,            0.052177,            0.022609,           0.0052438,             0.61643,             0.90625,             0.81121,             0.47742,            0.040675,           0.0091905,           0.0031305,           0.0010287,           0.0010287,            0.090629
                  15,            0.052876,            0.022495,           0.0044782,              0.7179,               0.875,             0.83318,             0.49515,            0.039221,           0.0088585,           0.0024832,           0.0010962,           0.0010962,            0.089996
                  16,            0.051557,            0.021103,           0.0040813,             0.78943,              0.9375,             0.90051,             0.55351,            0.041396,           0.0083899,           0.0022693,           0.0011633,           0.0011633,            0.089363
                  17,            0.044793,            0.020351,           0.0031416,             0.65891,             0.90625,             0.77588,             0.48052,            0.038922,           0.0080698,           0.0018591,           0.0012301,           0.0012301,             0.08873
                  18,            0.049076,            0.019577,           0.0029806,             0.66651,             0.56212,             0.70641,             0.47124,            0.045441,            0.007581,           0.0014799,           0.0012964,           0.0012964,            0.088096
                  19,            0.047098,            0.019357,           0.0028971,             0.87055,             0.84375,              0.9324,             0.67306,            0.033332,           0.0072449,           0.0014137,           0.0013623,           0.0013623,            0.087462
                  20,            0.043779,            0.019582,           0.0024538,             0.60769,             0.96875,             0.77739,             0.51811,            0.031556,           0.0072189,           0.0015125,           0.0014278,           0.0014278,            0.086828
                  21,            0.044873,            0.016571,           0.0023469,             0.74911,                0.75,             0.75585,             0.46713,            0.036855,           0.0071461,           0.0014999,           0.0014929,           0.0014929,            0.086193
                  22,             0.04289,            0.016928,           0.0020254,             0.80594,             0.78125,             0.85705,             0.58652,             0.03775,           0.0068673,           0.0013974,           0.0015574,           0.0015574,            0.085557
                  23,            0.043532,            0.019563,           0.0017734,             0.93191,               0.875,             0.93773,             0.65308,            0.037762,            0.006623,           0.0012375,           0.0016215,           0.0016215,            0.084921
                  24,            0.056377,            0.016564,           0.0015519,              0.5292,             0.84305,             0.64191,             0.36052,            0.045548,           0.0062463,           0.0012475,            0.001685,            0.001685,            0.084285
                  25,            0.052132,            0.016884,           0.0017339,             0.82714,                0.75,              0.8695,             0.49905,            0.035473,           0.0066026,           0.0012939,            0.001748,            0.001748,            0.083648
                  26,             0.05195,            0.019031,           0.0025316,             0.68228,             0.87246,             0.83509,             0.47512,            0.038717,           0.0063389,           0.0011506,           0.0018104,           0.0018104,             0.08301
                  27,              0.0495,            0.018324,           0.0017174,              0.7073,             0.90625,             0.85717,             0.51816,            0.041449,           0.0059522,           0.0011365,           0.0018723,           0.0018723,            0.082372
                  28,            0.047021,            0.017853,           0.0015979,              0.7851,             0.68508,             0.80207,             0.56541,            0.050326,           0.0056958,           0.0011977,           0.0019335,           0.0019335,            0.081733
                  29,            0.051145,             0.01705,           0.0017104,             0.76279,             0.90625,             0.90534,             0.53026,            0.034608,           0.0059356,           0.0012447,           0.0019941,           0.0019941,            0.081094
                  30,            0.044801,             0.01633,           0.0016488,             0.82351,             0.87488,             0.89471,             0.57454,            0.045451,           0.0056816,           0.0011816,           0.0020541,           0.0020541,            0.080454
                  31,            0.046631,            0.015645,           0.0013816,             0.84776,             0.87022,             0.89303,             0.63042,            0.040224,           0.0055869,            0.001142,           0.0021134,           0.0021134,            0.079813
                  32,            0.045259,            0.017697,           0.0015004,             0.74919,              0.9375,             0.83445,             0.47079,             0.03715,           0.0055918,           0.0011019,            0.002172,            0.002172,            0.079172
                  33,            0.041587,            0.016333,           0.0016186,             0.63012,             0.90506,             0.79351,             0.55256,            0.035134,            0.005428,           0.0010834,           0.0022299,           0.0022299,             0.07853
                  34,            0.045145,            0.015814,           0.0014889,               0.934,             0.90625,             0.94846,             0.74452,            0.035132,           0.0054047,           0.0011057,           0.0022871,           0.0022871,            0.077887
