               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.075889,            0.026544,            0.032333,           0.0025495,                 0.1,           0.0010506,          0.00024796,            0.057673,            0.017023,            0.022434,               7e-05,               7e-05,             0.09937
                   1,             0.10796,            0.024816,            0.048487,           0.0064806,            0.033333,           0.0016517,          0.00033989,            0.052901,            0.016394,            0.021383,          0.00014999,          0.00014999,             0.09865
                   2,             0.07931,             0.02667,            0.036782,             0.16204,            0.033333,            0.010741,            0.001671,            0.046526,             0.01576,            0.019213,          0.00022995,          0.00022995,             0.09793
                   3,            0.074032,            0.025961,            0.032552,             0.16132,                 0.2,            0.047809,           0.0094337,            0.040003,            0.015383,            0.016984,          0.00030985,          0.00030985,             0.09721
                   4,            0.071593,            0.026768,            0.029036,             0.32497,             0.23333,             0.13196,            0.042412,            0.036448,            0.015096,            0.014476,          0.00038965,          0.00038965,             0.09649
                   5,            0.067249,            0.028347,             0.02631,             0.34956,             0.23333,              0.2127,            0.075917,            0.032961,            0.014731,            0.012796,          0.00046935,          0.00046935,            0.095769
                   6,            0.065007,            0.027427,            0.024194,             0.55633,             0.46667,             0.46501,             0.15426,            0.032672,            0.014276,            0.010797,           0.0005489,           0.0005489,            0.095049
                   7,            0.051381,            0.027075,            0.017482,             0.81025,             0.43333,             0.51823,             0.17034,            0.031346,             0.01395,             0.00874,          0.00062829,          0.00062829,            0.094328
                   8,            0.053389,            0.027104,            0.019856,             0.84567,             0.43333,             0.61896,             0.25477,            0.028799,            0.013505,           0.0075058,          0.00070748,          0.00070748,            0.093607
                   9,            0.051659,            0.026724,            0.013995,             0.63861,                 0.6,             0.66621,             0.32837,            0.025151,            0.013195,           0.0062245,          0.00078645,          0.00078645,            0.092886
                  10,            0.051065,            0.025916,            0.014511,             0.67818,             0.63223,             0.66476,             0.31842,            0.024559,            0.012509,           0.0053679,          0.00086518,          0.00086518,            0.092165
                  11,            0.044605,            0.024957,           0.0092011,             0.85704,             0.59951,             0.72831,             0.31858,            0.023351,            0.011926,           0.0047135,          0.00094363,          0.00094363,            0.091444
                  12,            0.041835,            0.022816,           0.0090326,             0.75952,             0.63174,             0.69786,             0.23499,            0.023685,            0.011448,           0.0042164,           0.0010218,           0.0010218,            0.090722
                  13,            0.047491,            0.022592,            0.008515,             0.72098,             0.86667,             0.76635,             0.39628,            0.020332,            0.010776,           0.0029881,           0.0010996,           0.0010996,                0.09
                  14,            0.038148,            0.022599,           0.0064216,             0.78219,             0.73333,             0.72715,             0.32012,            0.023054,           0.0097898,           0.0029934,           0.0011771,           0.0011771,            0.089277
                  15,            0.038865,            0.021081,           0.0070637,             0.67646,             0.76667,             0.68907,             0.33677,            0.023989,           0.0091427,           0.0027712,           0.0012542,           0.0012542,            0.088554
                  16,            0.037517,            0.019862,           0.0040735,             0.67527,             0.76667,             0.76073,             0.40419,            0.019609,           0.0086361,            0.002247,           0.0013309,           0.0013309,            0.087831
                  17,            0.043213,            0.020913,           0.0050375,             0.66664,             0.86655,             0.72156,             0.45343,            0.017944,           0.0083886,           0.0020518,           0.0014072,           0.0014072,            0.087107
                  18,            0.047971,            0.017628,           0.0041316,             0.65474,             0.63333,             0.66343,             0.42769,            0.024673,           0.0081173,            0.002235,            0.001483,            0.001483,            0.086383
                  19,            0.043546,            0.017903,           0.0041267,              0.5775,             0.86667,             0.71794,             0.46467,            0.025575,           0.0080122,           0.0022805,           0.0015584,           0.0015584,            0.085658
                  20,            0.044604,            0.018207,           0.0035681,             0.51922,             0.89995,             0.66534,             0.36761,            0.026955,           0.0072168,           0.0021462,           0.0016332,           0.0016332,            0.084933
                  21,            0.042768,            0.017558,           0.0038273,             0.60833,             0.93192,             0.75295,              0.5311,            0.022808,           0.0070181,           0.0020789,           0.0017075,           0.0017075,            0.084208
                  22,            0.046861,            0.017002,           0.0032018,              0.6761,             0.76539,             0.77236,             0.55219,            0.021147,           0.0067928,           0.0020609,           0.0017813,           0.0017813,            0.083481
                  23,            0.037555,            0.016414,           0.0023822,             0.73466,             0.83333,             0.79817,             0.55304,            0.019119,           0.0066768,           0.0016191,           0.0018545,           0.0018545,            0.082755
                  24,            0.043848,            0.017901,           0.0025328,              0.4996,              0.8653,             0.60606,              0.3669,             0.02706,           0.0064293,           0.0015743,           0.0019271,           0.0019271,            0.082027
                  25,            0.053171,            0.017679,           0.0029333,              0.4804,             0.86667,             0.60201,             0.37939,            0.029216,           0.0061288,           0.0016278,           0.0019991,           0.0019991,            0.081299
                  26,            0.037863,            0.015822,           0.0023248,              0.8656,                 0.9,               0.883,             0.52972,            0.017591,           0.0064011,           0.0018159,           0.0020704,           0.0020704,             0.08057
                  27,             0.04674,            0.017134,           0.0026332,             0.70957,             0.73297,             0.77684,             0.55652,            0.020813,           0.0063172,           0.0017552,           0.0021411,           0.0021411,            0.079841
                  28,            0.039849,            0.016746,           0.0022172,             0.72173,             0.86667,             0.81308,             0.60478,            0.018157,           0.0061832,           0.0021683,           0.0022111,           0.0022111,            0.079111
                  29,            0.032213,            0.016062,           0.0017476,             0.65847,             0.89976,             0.76456,             0.53469,            0.022268,           0.0058808,           0.0020935,           0.0022803,           0.0022803,             0.07838
                  30,            0.034447,            0.015051,           0.0016688,             0.71769,             0.93333,             0.82448,             0.52633,            0.019839,           0.0058466,           0.0019257,           0.0023489,           0.0023489,            0.077649
                  31,            0.032511,            0.015765,           0.0018763,             0.92509,             0.83333,             0.89776,             0.63381,            0.015689,           0.0059024,           0.0019183,           0.0024166,           0.0024166,            0.076917
                  32,            0.035403,            0.015526,           0.0022569,             0.84846,             0.93317,             0.87524,             0.60378,            0.017804,           0.0058029,           0.0018229,           0.0024836,           0.0024836,            0.076184
                  33,            0.037701,            0.015059,           0.0019306,             0.53973,                 0.9,             0.70129,             0.42614,            0.022224,           0.0054523,           0.0017625,           0.0025498,           0.0025498,             0.07545
                  34,            0.040214,            0.013756,           0.0022526,             0.83642,             0.86667,              0.8326,             0.58194,            0.017704,           0.0054763,           0.0017091,           0.0026152,           0.0026152,            0.074715
                  35,            0.046321,            0.015467,           0.0025068,             0.66653,             0.86613,              0.7923,             0.59885,            0.016323,           0.0053134,           0.0015063,           0.0026797,           0.0026797,             0.07398
                  36,            0.041182,            0.014498,           0.0019118,             0.73524,             0.83333,             0.79777,             0.56662,            0.017399,           0.0051802,           0.0015379,           0.0027433,           0.0027433,            0.073243
                  37,            0.036206,            0.015009,           0.0015859,             0.69979,                 0.7,             0.72598,              0.4946,             0.01915,           0.0049304,           0.0014869,           0.0028061,           0.0028061,            0.072506
                  38,             0.03196,            0.014022,           0.0017982,             0.89626,             0.86667,              0.8799,             0.57856,            0.016246,           0.0050897,           0.0015136,            0.002868,            0.002868,            0.071768
                  39,            0.032081,            0.014503,           0.0016993,             0.72217,             0.86667,             0.79088,             0.60897,            0.017835,           0.0050192,           0.0014999,            0.002929,            0.002929,            0.071029
                  40,             0.02929,            0.014709,            0.001665,             0.81758,                 0.9,             0.82127,             0.46431,            0.020816,           0.0048625,           0.0015557,            0.002989,            0.002989,            0.070289
                  41,            0.035486,            0.014579,           0.0015594,             0.71767,             0.93333,             0.82982,             0.64535,            0.018131,           0.0047134,           0.0015776,            0.003048,            0.003048,            0.069548
                  42,            0.038627,            0.014136,           0.0015891,              0.6827,             0.93333,              0.8163,             0.59301,            0.018394,           0.0046556,           0.0013376,           0.0031061,           0.0031061,            0.068806
                  43,            0.030302,            0.012426,           0.0014417,                 0.7,             0.93332,             0.84701,             0.64258,            0.016986,           0.0045989,           0.0012859,           0.0031632,           0.0031632,            0.068063
                  44,            0.024176,            0.014053,           0.0014587,             0.87496,               0.933,             0.90362,             0.67745,            0.015725,           0.0045326,           0.0012685,           0.0032193,           0.0032193,            0.067319
                  45,            0.035969,            0.015567,           0.0016569,             0.96518,             0.93333,             0.93246,             0.66845,            0.014137,           0.0044453,           0.0011552,           0.0032743,           0.0032743,            0.066574
                  46,             0.03473,            0.013639,           0.0014676,             0.96529,             0.93333,             0.91745,             0.67988,            0.016415,           0.0045645,           0.0011868,           0.0033283,           0.0033283,            0.065828
                  47,            0.036428,            0.013784,           0.0015969,             0.82348,             0.93301,             0.88603,             0.42036,            0.015857,           0.0046908,           0.0011924,           0.0033813,           0.0033813,            0.065081
                  48,            0.034821,             0.01488,           0.0017587,              0.9655,             0.93297,             0.93537,             0.68917,            0.014074,           0.0047397,           0.0013606,           0.0034331,           0.0034331,            0.064333
                  49,            0.028384,            0.014104,            0.001446,             0.96551,             0.93311,             0.93971,             0.61758,            0.014162,           0.0046662,           0.0012143,           0.0034839,           0.0034839,            0.063584
